in out res
7.07722908624588 5.44313099252699 1
6.734942462541484 9.293708550585825 0
4.426084262380421 5.741527757903187 1
7.720117099180168 0.37278750178459275 0
5.646536717960178 3.944159600643915 1
0.6981667895998478 7.2121629913692065 0
9.144740372847302 5.147469995337222 0
9.660512979284935 3.688614289064851 0
7.075349889352318 9.428579169594741 0
5.518937467906473 5.582088281817619 1
5.8114557755309 0.031515243487518774 0
6.638242908793314 1.8411855785515319 1
0.11700093885323115 6.129992325726342 0
3.464380188654348 9.385836967818397 0
6.213234633264378 2.5389626078257166 1
3.009106905345882 3.644970423745486 1
1.805601833477346 1.792762693489478 0
7.81147580374385 6.442467077941519 1
0.8145972717565342 8.855998290246006 0
7.799241551988598 1.9205405413596588 0
6.809869094252243 9.330828655072514 0
2.6256381828756625 9.255603350587343 0
2.698334017661672 9.398275123574344 0
9.49296393657908 1.0119594977358748 0
1.0923889991012259 9.019784159486102 0
5.04186841346403 4.8165632945932035 1
7.044892660751101 9.771266861743959 0
2.9628956586337085 3.049296155826773 1
6.463851202134476 1.6760972795688445 1
6.645495785258335 5.544945338377736 1
1.058213523753353 9.159537359894259 0
5.782688551420694 8.623863097326318 1
6.859943788288789 7.933402122619341 1
9.8923693799345 4.141007415068154 0
2.521374630948723 9.280241625276133 0
9.29770263732636 1.8135466489908336 0
9.976952372190244 6.841936274278424 0
7.992392624504476 2.0137740752400024 0
4.79772442037993 4.538266406781332 1
6.246693584134757 8.809475605933281 0
2.316263937844667 6.039597096490885 1
4.503455824688838 3.1425432994904923 1
6.445791963300895 6.018665144479732 1
0.06996132597010485 0.5933562936796299 0
5.625147227081307 8.350493211945032 1
7.2244555567714075 7.31557618856246 1
4.59381278127843 3.9984074395213742 1
2.7140051959835354 5.557453837698398 1
6.575864980279613 4.739393419069698 1
1.9208435487612219 4.2959971943130215 1
5.7452998326349825 6.345555173822126 1
0.20752761207983195 7.448354480495727 0
7.03238610175892 9.026268958060648 0
3.363176749958263 3.2538236637804774 1
1.9422989128880452 9.605293318176653 0
1.164473705519884 1.6866087911788386 0
1.491458547199218 0.3960641432858836 0
0.019404699846261586 1.8310007878512513 0
9.251138266081629 5.2987442526156014 0
8.785304777278135 9.025078341335469 0
6.593538750730906 7.508902723958499 1
6.7679636800555905 8.106184759483233 1
5.539819539885893 7.491303702127457 1
9.348985873708386 8.19346142655636 0
8.13951514924229 4.778925846495241 1
9.757442134764801 5.953672970273565 0
7.253229748542951 3.353382706649055 1
7.137948748045626 3.907924896146606 1
4.634131454773154 5.943358535027219 1
0.4197369880580548 1.1858836437078457 0
9.19859278607644 7.732837390892289 0
8.510900743179064 9.442127504954673 0
0.5328511051955731 3.3999012755655933 0
0.3128906960697386 0.6912226936945087 0
0.6934916488341458 4.901196367308285 0
7.277401382235695 7.682948753282077 1
5.285393581016007 0.2488943745204053 0
7.271066720690447 3.2578124191803948 1
4.1951451456653155 0.7372718786029786 0
8.549052398561795 3.306378760341624 1
9.29934525907342 8.825534923881564 0
5.550100402125526 9.027572615778023 0
0.12784053254793148 2.1818457628678067 0
6.7269032974318055 9.494551327601776 0
9.124745848401863 8.188364325771948 0
2.2497705208414276 8.939089171496427 0
6.560584277411681 9.425230246337502 0
3.914519098897702 1.1307573773719137 0
6.8673381689173585 3.223693096305742 1
5.696705827979834 6.580183036277258 1
6.671432800188908 4.0180306734143745 1
9.602400959695794 3.019265885838891 0
1.1575860656239034 7.79771449093716 0
2.46413301211859 4.544162757672819 1
7.678137499411584 0.7915339213440431 0
6.117882504747982 8.70488633295265 1
3.3240558991941693 3.2798002495414424 1
6.920739035717991 3.8083720285461187 1
2.6165076376593666 8.369278989095575 0
2.0297081676138773 9.806923133494065 0
5.099996716916495 5.240663281735634 1
0.8578633380603873 3.0592611379334644 0
9.544725138269314 6.162852165461937 0
6.851748194331504 6.9969351781946365 1
3.0190541993575004 2.7021965731486652 1
0.4802238125555891 4.523522149899875 0
6.654975739171062 9.680793587766615 0
4.039454558467681 7.120870071821259 1
9.367018485097343 8.593269753048974 0
1.0695511822258141 2.5140845501398146 0
9.717537363370068 5.968005784402668 0
7.552937395694618 9.209628974440703 0
0.09961108498381943 1.27179140968257 0
2.2570349527197076 7.936287885622264 0
8.127417846979505 5.622218364785089 1
2.7725417491937576 3.458697358279188 1
6.688756514537411 2.2137057388928083 1
4.623609261361836 1.9585978472872756 1
5.490476095292953 1.472704196268615 1
8.572817340205583 7.803463563495152 0
0.1754785627130273 0.8308996370549493 0
6.860490276170972 5.186825784484517 1
8.016556927743899 1.8251044294838636 0
6.734306331893167 6.644289727148087 1
7.013240682384625 7.511760895277433 1
5.304957070449388 4.278048759679207 1
0.7352044344945852 1.9443602360684475 0
6.961537134328831 5.467596122328278 1
2.234668268018316 4.296697076167582 1
3.038413323796947 8.800415962056352 0
2.4499921167303285 4.470427576515929 1
6.266291944370876 6.93845092449799 1
8.55396357771717 1.9637978449250104 0
1.9724920800491574 7.338229707809929 1
4.666021556359617 3.3500414517881705 1
2.554557863723985 0.47855480242785964 0
6.663132747347675 6.078586577084932 1
7.342907116403357 3.334741919140729 1
7.232562428091778 1.2975486838303718 0
9.9666042879769 8.073276372193497 0
4.168950960220165 5.81412548165976 1
7.2172800426979595 0.9699780476414954 0
4.067790385230364 0.5752476938591644 0
3.2209616427687093 4.605611494311869 1
2.1200776813097 9.986194062967233 0
6.437809655465769 6.135388576978391 1
5.926171110807646 9.737489252992521 0
0.4377714517113418 3.1341800266080666 0
8.407443243197804 6.029824065498817 1
0.042794610467933314 6.702241605238582 0
3.764313146279381 6.183631240762654 1
9.841276109930915 5.725742344117311 0
6.020834484615063 8.31025532767664 1
9.857183922766346 3.927881221937042 0
2.1399906855649764 7.622684184638069 1
0.32448941101684836 0.609281376085502 0
2.1480881498553517 2.1341635024370187 0
1.672470813721103 8.041476993886707 0
1.4975088740432518 3.373972191218737 1
8.358262368402858 5.854417168327146 1
9.290387245945496 6.106148633974266 0
7.830976449753646 5.404563705552645 1
6.623903708000802 7.504987274862691 1
8.936130622684221 8.501946548657076 0
9.439041609945926 4.538687015075464 0
1.5268962134859243 9.201208155665885 0
2.4130242853714323 7.2394384003193 1
4.768416896105709 2.454471027408114 1
8.855885149143152 4.757329118175006 1
7.059068645593499 3.3051299053798666 1
2.4804706987143255 9.367221591487198 0
1.8825393700967497 3.8804770421266954 1
2.4606298232531 2.7787239304679856 1
1.547922364532226 5.255212332675933 1
6.442025546607255 7.086421761738446 1
1.3308466004114572 3.8915991832838315 1
2.6964461587132704 0.9704955869715914 0
7.669910241660391 9.564813036311703 0
1.7082620077476607 4.528152020720693 1
5.5355462470821415 3.5190376622725883 1
3.113234635622304 0.16515727328335394 0
1.622930203171804 0.42072520167715455 0
3.4345371942237235 0.0973030532573893 0
4.924798200114031 1.7050818115333977 1
0.0792224829729049 6.606008562389027 0
1.0888162935461687 6.185038907547343 0
8.877993082754818 2.1846702201910273 0
8.369446904975275 5.67579147035328 1
0.6753126831248091 0.9560341913852111 0
7.420800588964558 0.36469880595450865 0
0.8559814781508179 8.755100302054235 0
4.8534128676339305 9.058599236815478 0
8.27611077700291 2.2073832541507876 0
8.820300684723048 8.563391036061539 0
3.6803011621788673 3.3402788110579817 1
5.229062550595298 4.806286943752811 1
8.411610275704877 5.780445593163835 1
2.179897381708207 2.5280444402152558 1
1.991613288652423 3.6012895624106522 1
5.861437990620393 6.306480662744585 1
7.631956089073054 3.914811926746611 1
9.087750000467015 8.224069413592188 0
8.96258112897182 8.874971793039645 0
2.3189988656513116 6.667212468573962 1
2.4696276370551207 4.424802245080248 1
1.1749663369061514 7.603866125303602 0
0.8788592470486556 8.228299006223951 0
2.1206992395624047 3.1101333222515737 1
1.7681455987911443 9.147663104477079 0
8.154496081007348 0.6675205792694294 0
7.130568861063866 0.5256074336315564 0
6.023028799856784 3.460803819941052 1
2.7461974641521714 1.9355896306269083 1
2.7809088486215083 9.589969682254111 0
8.07121619830433 9.875432401811628 0
9.124000800438132 2.9972374061999774 0
0.6654905454045301 3.457543272474155 0
1.7771537796853232 5.763272323777295 1
3.934584857902801 7.6317715196780505 1
6.891205091368722 5.755570861898594 1
7.728827061546273 7.1345609814270965 1
4.301424623855992 8.880027182915065 1
9.59653319254607 8.05681497505445 0
4.911533122875413 0.20480236185550726 0
1.1306528387152293 6.573800345965446 0
0.4626649437388308 8.758576522328461 0
9.770232553932956 9.156480056649283 0
5.931694036476587 6.068926068402549 1
6.624038679408432 8.902694199216565 0
9.573718938204944 5.496773015394747 0
4.750528494790414 7.568260822624875 1
1.2439825122231407 8.265817790094061 0
6.058301818967385 0.4101076636647405 0
2.4480284081137693 2.9866318539184245 1
5.789882578669314 0.38928479672986294 0
6.063054642812533 2.8372528747202175 1
9.638324108185884 5.348735250962466 0
5.512772908502663 1.4213989677127992 1
9.414735035941257 7.299783053057796 0
3.992480755744383 7.9660482825060726 1
7.077544706817294 4.301607014706832 1
0.7405035518018521 2.438674412204589 0
0.8873720185066647 5.952805588272907 0
0.10647716693931608 8.27666835604216 0
9.77258789102919 8.01748233477589 0
4.062040397831941 6.916497865796709 1
1.8699951301671236 5.649794704042552 1
4.7489637390346084 6.984945577847177 1
4.33643245654266 3.1515483066657124 1
6.885586189335243 1.9337011345186683 1
4.660723099364161 2.3197673691753318 1
2.7156215689144148 4.431134552320368 1
4.171264445336047 2.896308085191137 1
1.0527780719618396 7.190899649730529 0
9.543239142664536 8.3942480391636 0
0.1595137958268822 6.7888647221948295 0
6.9094359439480435 1.8993451463421507 1
0.6430325511408497 5.606617546397232 0
9.833334093475756 9.042322070829002 0
9.198034989450669 3.9070908844437757 0
7.614528212742401 5.540892840623346 1
5.177294330254572 8.319946673453329 1
8.781265531617189 2.233346172350723 0
1.408777022691552 1.6396845348270483 0
3.1551947256281054 9.12178601980678 0
1.1831205930493183 9.531539964069626 0
0.8750519022375403 3.479631215897989 0
2.6956844380609235 6.350824505112087 1
3.99558183690242 6.580210772031501 1
1.7996268551796901 8.141363677383342 0
7.372275431591133 1.448220925697079 0
3.3500001576918925 6.973627224411785 1
2.9755234017646393 0.43861711158093675 0
2.4457973040391257 6.604269106362317 1
6.398593440077905 4.458406490051545 1
3.48352232087636 0.44023593149293383 0
4.665877522333943 0.2541868273180947 0
3.183074238914927 1.3909505473918071 0
2.0361153760436945 3.432773617082008 1
3.5736801852674804 6.088591107973189 1
8.657425209431931 1.5510381514433869 0
8.89455509484376 0.21035429932091398 0
2.109643105664669 4.67302827313225 1
7.238679473376406 9.323817266894869 0
5.655541311971739 4.43615832392215 1
2.3220661929611697 0.8911488305277637 0
4.8017458740257535 2.2038307212875874 1
7.957113897949572 3.1521150383765595 1
3.49385956373901 2.5636055986431017 1
0.1402275473668535 8.647012845536493 0
3.2326204293872784 2.3458398843052386 1
3.4320278048457897 0.11537348749723009 0
8.93069472404584 2.955821068769129 0
1.5216788390818947 9.657664439041625 0
8.671481684012152 5.004814450053829 1
9.332725609992366 4.928937033034755 0
8.681811922449905 9.047863146568368 0
1.8251596687853078 8.782330607179642 0
6.095799290823443 2.2965544245257474 1
5.875564779728652 0.42912404189992426 0
0.31181046559407344 7.603690804134942 0
9.958462954769093 5.375092880227155 0
5.20170803277926 6.759999158236665 1
1.7886602978543498 0.7034582696075398 0
3.3811958955296273 0.10497539233328634 0
4.646634095902595 0.6749038297574228 0
8.432207363512665 5.871203175478112 1
9.025950119521324 2.0707260104918013 0
6.377877852503748 9.87815091359616 0
3.5444831809451705 1.8202295257035717 1
8.354003387141386 8.800934804417725 0
7.2009438772868535 8.445138895466997 0
5.337135206006676 7.776453580923263 1
4.216465529328948 5.2024663922748555 1
4.909982233625032 7.086416738051986 1
0.674450103041182 5.468275473858792 0
4.340992206870045 8.201953672480753 1
9.62669004239708 5.454037978172208 0
5.871760833124395 4.110607338036827 1
8.307132727055713 9.937275409425702 0
3.6649832732719245 2.020495202292387 1
9.023941860010238 0.991422402833837 0
8.37273913171419 2.607448729068884 0
8.585602722175397 8.877783354100444 0
8.923696434375818 9.902343753078238 0
0.7311833567455639 1.6405295557342647 0
9.65495693782345 7.5307679896450725 0
0.90768834184908 2.250664368071833 0
5.546551211229485 4.781658513249932 1
3.3032496503555664 2.4239514710400267 1
9.706031604181886 6.001001753770348 0
7.314876431636568 5.206092143301793 1
2.1531028568756216 2.065539949077886 0
8.108192456336758 6.335027192378126 1
1.3760920258814124 4.880834792506761 1
3.1946218295301843 1.1093804491504233 0
6.34641278758709 6.420003325038561 1
3.2440116102563454 6.307902268036553 1
9.423104692143857 0.6263616815580719 0
0.14081845667056392 1.2905098973518636 0
5.82759085019241 2.916315988015261 1
4.426573500835207 2.3071826213031055 1
6.6852317537692425 8.687874450788408 0
0.5771364737641638 2.218232116281882 0
6.09179671349283 6.172125386282861 1
4.671408887164505 7.513434779110087 1
2.9498398148826532 2.3914082842485396 1
2.034941004202566 6.370275294088339 1
4.465751677460488 7.130514503485513 1
5.649884987877753 9.552353096307847 0
7.530142838065002 0.03651061213288287 0
4.349614178967762 7.070118015705475 1
0.7471701867684444 6.81340881728016 0
2.445569194630346 8.922789478281913 0
4.3596473105894855 3.3473256052170552 1
6.784565216804472 2.0836375947874974 1
7.2662875882821005 3.06690769883712 1
0.2502971019607192 2.406188834572507 0
9.418855579236977 4.847820069849984 0
2.13769237836962 8.848192881613112 0
8.942930157254432 3.9932732400809567 0
6.417375360093056 2.67648458169798 1
1.1754685953733723 7.783717893209623 0
0.3168822359419843 6.90210900739288 0
4.1116218136628575 8.444462025539872 1
5.20236131368838 4.2590037140513175 1
4.815169222930797 4.877353548391062 1
9.605635461930769 8.519384402518028 0
0.33530238101367793 3.318315302855448 0
8.667767550950911 7.910179793316394 0
7.426076710017702 1.8857507586981326 1
5.433602393287278 0.17647063881763847 0
5.10763522647101 8.475446288164001 1
1.136028466177046 9.964368589163 0
8.363948961464098 4.252701454184988 1
3.5748925632873885 7.755796728011919 1
9.030135244429182 6.841295419150814 0
5.603502782449697 4.874172694351923 1
2.5642653979131014 7.976947996299531 1
5.518145585334732 4.095733599864861 1
6.950032549474878 3.8477194612271592 1
0.2762149406446279 3.5317280285370756 0
8.044519755898845 6.064972707183087 1
6.130185494451816 1.328923529534729 1
1.1280958762979387 0.9372936663287068 0
4.6441596766041044 2.25591288544581 1
5.4958864816819375 1.49387454577532 1
7.515380733280432 7.824113747523837 1
4.626112508629003 9.308663304462506 0
3.341333112037874 6.004504497581609 1
5.3131553896978945 2.831126105487962 1
0.7713868515489142 8.01180479933436 0
7.535480237900982 8.788574410331165 0
0.5857978088394522 9.840080823598473 0
6.906830419906724 2.6073856212699797 1
3.517563000044386 7.412494032173016 1
8.868389741329736 5.922251409241229 1
9.29128792685913 2.3435031233910997 0
3.586049084219338 7.361417527508309 1
3.6956787276222025 6.731891599152167 1
1.035902186965083 0.6035359867605106 0
3.73941736395748 6.1919190155773185 1
2.429255241912762 3.415782184699736 1
1.2063384319302584 2.16116821937518 0
4.501429036409825 1.803524389365132 1
7.1199846218497065 2.0627866132757644 1
3.8017012316994436 7.448151891584089 1
9.222938320525857 2.67270804956635 0
2.4754208448256043 1.16196135886242 0
4.188893082880936 2.101869857926244 1
8.63260266766215 3.967138254253215 1
5.581729314158014 2.9397450484864973 1
2.7677482843418244 2.4319770993407075 1
0.9782908841923921 8.022471569710417 0
4.379387684304956 7.468156695219667 1
2.6260007048697664 8.778239054077975 0
3.866241298702686 3.6994956144724145 1
4.032396430942827 5.102474057626845 1
5.288453774792159 9.178414226024643 0
7.834618827402371 0.6963267273756579 0
0.2239468668039568 6.945213406268323 0
9.730530004260512 3.3742939319693255 0
9.612957081839257 3.4416696047741513 0
8.14047416477786 3.7496972993854927 1
4.581262293237156 3.943676726942873 1
6.02520894978648 6.437668103036445 1
2.2649694231186723 1.5072708803584667 0
1.525342162538541 0.5830181403468782 0
9.13078785082978 0.33222324518736635 0
2.6220630056327954 8.264399663831561 0
9.589199868265927 9.12361866966329 0
2.574891533867003 6.743845735029272 1
3.8505619231092814 8.653366330879768 1
8.5833077142609 2.8752092261569406 0
1.5090737919057884 0.6816665118344201 0
2.745209199717129 0.27155377307911843 0
9.81708315342517 2.1133204341413148 0
9.660211449130774 4.6664514745942 0
1.4863244281880728 8.691141522491943 0
2.9322142963825293 9.419825661044602 0
2.6653917014798556 1.9054700112252054 1
0.8891324258270261 7.830785382348351 0
4.252140338021963 3.90283555524511 1
6.250277268016015 1.4562110006373552 1
8.056541255594478 3.3877368775837624 1
8.924007267136133 4.175366336540218 0
6.0943399949428745 0.9584332583943089 0
0.1523965883112388 2.260032534741565 0
6.900286064001606 5.823090256486784 1
9.307565762115713 6.669899010382125 0
9.618704598931698 1.0256884012786416 0
4.86084120570834 6.2958249296054785 1
4.53312209815854 8.94523628884928 1
5.670263904409271 0.6566937168763287 0
6.302164640575332 4.629782238073561 1
3.126847122654308 2.0328382203874495 1
7.240793165103259 8.667698030024873 0
6.705980886996605 5.4097810414794045 1
3.468493773920074 5.637929726050159 1
3.493960065354813 4.285669502819546 1
7.61080185414589 5.495492578967287 1
1.8609445044575423 9.45156464141245 0
1.045070449318588 8.52634467799925 0
3.335979244594107 5.447425983605698 1
4.403647528034666 5.914806469699368 1
8.469385327856955 6.129323727357702 1
2.354027666836145 2.885644243590939 1
5.1178079449650316 6.784279859109688 1
3.838140114465627 4.748891555774084 1
3.3618971824122323 4.780575776397182 1
4.29049335989105 1.6695198629641417 1
9.921232793670171 6.296009032917804 0
1.1731010057009383 3.596627565412094 0
9.833894095891702 3.8552275542429904 0
5.4759420752802175 2.207043102433184 1
4.6334275934990865 7.362108787876325 1
4.154832539602893 3.6012018367970544 1
9.933347648718865 6.674164485017933 0
2.2374170188775455 7.275333569931646 1
7.330445312686518 6.218245779232885 1
3.0256042770109515 0.5731753869308975 0
8.231279933818602 5.758740698872256 1
0.6803903753802931 4.596341743246706 0
2.9058431638316784 2.567548097634167 1
7.842444003355109 3.3854863830035686 1
0.012875152681786073 6.963486566760702 0
4.564783251061542 2.4300378595596084 1
9.729520476637799 5.650329691365736 0
6.938981546164706 0.1378877542806234 0
9.296710964958363 1.8414120110964327 0
6.181613054114871 1.8864956424462465 1
3.135897798303955 1.7761875054450127 1
2.0841189338062938 3.41075383630024 1
3.9930569088655865 3.244982707767685 1
0.09764514536399815 7.841696636514621 0
8.03644774886077 6.275456372651444 1
4.4575608955774175 1.1648556934063126 1
0.7008056258607787 5.746502145007297 0
1.6079954460159396 7.243931445307632 0
2.571840227344926 9.128751341821905 0
0.6216012308634467 5.53868735371728 0
6.906262560174077 4.936430900658435 1
0.08527493047315815 1.9198002907605782 0
3.1181453335422593 0.7169247103557086 0
8.151969988938149 1.872515929846652 0
1.2489524746264014 5.474075573742456 1
2.4494816201069103 3.0315702052665627 1
3.9013985389329453 5.362762839920602 1
6.825595536872187 3.4675302286073406 1
9.377836299494462 9.83791035499731 0
6.080319232056497 7.021513184976325 1
0.15253315087475405 1.4001522795867172 0
5.811083896804958 1.014642451036718 0
2.7409361576244273 4.496723154223519 1
3.7501547360419885 7.5117241097310705 1
6.889653416518864 6.14453622634964 1
9.022142823503314 0.7074841404155219 0
9.646194260310303 4.341749319847514 0
4.231107158001219 5.318557605230076 1
0.44907696673193387 0.044068679262070365 0
7.27640896368521 3.922030805407506 1
6.90774198440587 1.6826973838662118 1
2.5039180986628518 3.7603702398706784 1
1.3979816084792196 8.738567957266643 0
7.875364947993406 4.083399167414614 1
4.614501984220305 7.003891799812541 1
6.265904481959817 2.8850465134328274 1
3.185510373789606 2.4177529197370062 1
4.125561149706853 9.31363492014533 0
3.9717684623172733 8.547808367857616 1
1.5229106464237785 0.46752184618042314 0
6.468062730026487 9.424034781445414 0
8.857253246524653 5.641523174210226 1
9.514686566965409 2.4139335269890583 0
7.487733991780492 7.1324876399316555 1
3.0913939869094897 5.640766645979072 1
6.121446660978622 7.332284517874134 1
6.061058612626753 1.289015137938836 1
8.40021633558079 9.566223907813828 0
4.774413530621131 8.14600670061476 1
9.35638024544964 3.993124498248697 0
3.175530572410976 9.046958687574094 0
9.18156081042399 6.508721297466183 0
7.748876791038095 6.476250299789625 1
3.619518934568897 0.4792242690884563 0
4.2609575037157725 5.463053750809362 1
9.122056677269972 9.665970003500071 0
3.5712882159741555 3.3590150775876704 1
8.903781079251802 8.036833702590492 0
8.152638862155559 4.72029651537669 1
9.13515299591545 1.210689613327891 0
8.921579853130886 5.060054386416873 1
6.1779606503093465 2.1001668660967 1
1.5092987680474446 5.49834458401365 1
0.7481173636134941 6.4030964873100515 0
9.932574210620682 3.348920352800613 0
8.291472376567251 9.49993200457364 0
1.391415608035791 8.787440714363576 0
6.760890261631676 9.607972727695856 0
8.574138195391765 7.822849003900696 0
8.422463012072361 0.8978271647088154 0
7.945849313661322 0.5927076643324236 0
2.2891033807514627 2.804138756186596 1
9.26553560822436 0.4999069238637066 0
5.70450266996573 6.581150253991536 1
3.903220668126226 1.890558516853027 1
1.7794273923995618 0.9221901073500582 0
1.5801527510585833 5.638875361710712 1
0.2796082227963015 6.801822135864741 0
8.00470077704819 5.966636575859678 1
7.294593845526309 8.690955342143065 0
8.46546622738595 5.068049972826005 1
4.070715013392037 3.962630625555248 1
3.6725132063875265 7.045803328136875 1
9.654987892439683 1.3602699283797959 0
7.903619566193154 5.457302593212794 1
1.556912312642782 6.450117865310925 1
2.3978754828373727 8.717055644464033 0
5.973880325018122 4.4427183700171184 1
5.314459120169315 5.096219234458665 1
2.877249321609743 6.677567213558482 1
4.947102544474122 8.819796987341064 1
5.629251960626329 6.878514264637348 1
7.3578558916622905 7.073314007235858 1
1.1964522741438244 1.9524016747144013 0
7.3978140182447705 3.1641539577380606 1
2.450828148175068 4.944647467180053 1
4.297323608511223 2.0720647625101285 1
8.248357902116465 1.4670629629343024 0
8.848252958419987 5.369704103587331 1
5.306253653935233 7.890838774375402 1
5.8478752423238545 5.886332160117482 1
